hashtag,video_date,likes,views,shares,comments
UkraineConflict,2025-11-21,657,21600,21,52
UkraineConflict,2025-11-20,2243,47800,136,97
UkraineConflict,2025-11-24,40,399,46,4
UkraineConflict,2025-11-23,18000,249800,620,1067
UkraineConflict,2025-11-24,60,4564,3,6
UkraineConflict,2025-04-22,18100,282400,1445,117
UkraineConflict,2025-11-18,1242,21300,94,60
UkraineConflict,2025-11-23,20,389,1,6
UkraineConflict,2025-11-21,4791,223800,339,94
UkraineConflict,2025-11-23,204,8229,6,17
UkraineConflict,2025-11-24,21,487,0,1
UkraineConflict,2025-11-23,1554,10600,50,209
UkraineConflict,2025-10-08,2222,84900,197,270
UkraineConflict,2025-11-23,3726,105300,328,137
UkraineConflict,2025-11-04,854,58700,201,131
UkraineConflict,2025-10-22,30100,1700000,2930,1700
UkraineConflict,2025-11-24,235,4100,20,9
UkraineConflict,2025-11-24,35,2561,0,7
UkraineConflict,2025-11-23,58,829,0,2
UkraineConflict,2025-11-20,46,295,0,2
UkraineConflict,2025-11-20,148,21900,15,77
UkraineConflict,2025-11-24,141,3565,4,4
UkraineConflict,2025-11-24,12,777,0,0
UkraineConflict,2025-11-21,6,535,1,1
UkraineConflict,2025-11-21,26,346,1,3
UkraineConflict,2025-11-22,121,5966,0,15
UkraineConflict,2025-11-24,1,138,0,0
UkraineConflict,2025-11-20,1616,31900,57,163
UkraineConflict,2025-11-24,45,662,5,3
UkraineConflict,2025-11-22,8,272,0,2
UkraineConflict,2025-11-22,1907,140000,541,127
UkraineConflict,2025-11-13,76900,1800000,6671,10100
UkraineConflict,2025-09-17,44200,3800000,2686,1939
UkraineConflict,2025-11-23,65,1523,5,5
UkraineConflict,2025-11-24,388,3202,0,4
UkraineConflict,2025-11-21,635,47500,83,26
UkraineConflict,2025-11-22,2708,286400,102,209
UkraineConflict,2025-11-19,6,309,0,1
UkraineConflict,2025-11-23,25,370,1,9
UkraineConflict,2025-11-24,98,4437,5,5
UkraineConflict,2025-11-21,120,3103,9,10
UkraineConflict,2025-10-10,5452,191000,710,169
UkraineConflict,2023-10-18,39600,556000,1487,279
UkraineConflict,2025-11-23,267,2124,1,2
UkraineConflict,2025-11-24,39,1664,1,3
UkraineConflict,2025-11-23,163,3808,1,7
UkraineConflict,2025-11-16,8997,146100,142,306
UkraineConflict,2025-11-23,4104,128700,292,151
UkraineConflict,2025-11-22,80,1897,1,1
UkraineConflict,2025-11-23,330,28200,26,27
UkraineConflict,2025-11-21,24800,1200000,1735,2300
UkraineConflict,2025-09-22,593,35600,28,18
UkraineConflict,2025-11-24,2,613,0,3
UkraineConflict,2025-11-19,11,337,0,3
UkraineConflict,2025-11-24,32,710,0,3
UkraineConflict,2025-11-23,48,2897,2,2
UkraineConflict,2025-11-23,141,8147,11,8
UkraineConflict,2025-11-19,4000,99800,298,92
UkraineConflict,2025-11-14,384200,7400000,16900,4728
UkraineConflict,2025-11-20,547,82900,233,176
UkraineConflict,2025-11-24,27600,1300000,12500,804
UkraineConflict,2025-11-24,119,6628,8,7
UkraineConflict,2023-10-05,4162,91700,87,633
UkraineConflict,2022-03-03,3,95,0,0
UkraineConflict,2025-11-24,6,463,1,0
UkraineConflict,2025-11-24,40,5801,1,2
UkraineConflict,2025-11-24,10,188,0,0
UkraineConflict,2025-11-24,45000,946400,3646,4633
UkraineConflict,2025-11-19,25,688,2,0
UkraineConflict,2025-11-24,19,799,1,5
UkraineConflict,2025-11-24,180,1556,4,19
UkraineConflict,2025-11-24,98,2268,1,17
UkraineConflict,2025-11-24,12,218,0,1
UkraineConflict,2025-11-22,26,795,0,4
UkraineConflict,2025-11-24,8,89,0,2
UkraineConflict,2025-11-23,129,3763,1,5
UkraineConflict,2025-11-24,102,695,3,3
UkraineConflict,2025-11-24,19,507,1,5
UkraineConflict,2025-11-24,380,4301,16,20
UkraineConflict,2025-11-24,26200,793500,675,3224
UkraineConflict,2025-11-23,43,792,0,4
UkraineConflict,2025-11-17,2540,58000,206,91
UkraineConflict,2025-11-18,119,868,2,13
UkraineConflict,2025-07-17,9133,525500,2483,1281
UkraineConflict,2025-11-24,106,11200,3,11
UkraineConflict,2025-11-20,253,13300,10,18
UkraineConflict,2025-11-24,230,10600,19,14
UkraineConflict,2025-11-23,74,1596,0,0
UkraineConflict,2025-11-21,1,184,0,2
UkraineConflict,2025-11-24,37,1737,0,3
UkraineConflict,2025-11-24,1641,63300,65,348
UkraineConflict,2025-11-21,112800,3300000,8435,6281
UkraineConflict,2025-07-30,702,49000,670,58
UkraineConflict,2025-11-24,12,337,0,0
UkraineConflict,2025-11-19,17400,384400,571,2096
UkraineConflict,2025-11-19,71,3687,0,7
UkraineConflict,2025-11-23,58600,2300000,12200,2537
UkraineConflict,2025-11-24,2099,82900,17,127
UkraineConflict,2025-11-24,4055,520500,356,214
UkraineConflict,2025-11-21,14,305,2,3
UkraineConflict,2025-11-24,1168,93200,44,159
UkraineConflict,2025-11-24,6,205,1,2
UkraineConflict,2025-11-23,5,271,0,1
UkraineConflict,2025-11-18,496,14500,117,54
UkraineConflict,2025-11-21,5643,179500,899,896
UkraineConflict,2025-11-24,4930,136800,98,195
UkraineConflict,2025-11-24,0,129,0,0
UkraineConflict,2025-11-20,16,241,1,0
UkraineConflict,2025-11-24,319,2974,4,42
UkraineConflict,2025-11-24,0,7,0,0
UkraineConflict,2025-11-21,125,3777,12,42
UkraineConflict,2025-11-24,208,3740,4,75
UkraineConflict,2025-11-24,7,287,0,0
UkraineConflict,2025-03-16,749,55000,90,18
UkraineConflict,2025-11-23,4,416,1,5
UkraineConflict,2025-10-29,2646,67600,181,87
UkraineConflict,2025-11-21,9376,694600,5406,1204
UkraineConflict,2025-11-19,40700,896700,399,357
UkraineConflict,2025-11-21,79,2428,5,5
UkraineConflict,2025-11-17,251,15200,26,30
UkraineConflict,2022-03-01,3,74,0,0
UkraineConflict,2025-11-23,54,4398,0,2
UkraineConflict,2025-11-23,21,289,3,5
UkraineConflict,2025-11-23,5,165,1,3
UkraineConflict,2025-11-19,75,4317,2,7
UkraineConflict,2024-11-20,31500,1800000,455,1012
UkraineConflict,2025-11-22,23,361,1,3
UkraineConflict,2025-11-23,38300,915100,524,996
UkraineConflict,2025-11-24,58,884,0,3
UkraineConflict,2025-08-13,62,3865,0,7
UkraineConflict,2025-11-22,33,803,0,2
UkraineConflict,2025-11-22,10,282,0,2
UkraineConflict,2025-11-24,6,342,0,3
UkraineConflict,2025-11-23,1461,64700,133,148
UkraineConflict,2025-11-24,59,1692,0,7
UkraineConflict,2025-11-23,22700,905000,868,745
UkraineConflict,2025-11-24,65,3452,4,8
UkraineConflict,2025-11-23,44,1352,3,8
UkraineConflict,2025-11-22,1,32,0,0
UkraineConflict,2025-11-22,72,3925,0,0
UkraineConflict,2025-11-24,70,4403,2,3
UkraineConflict,2025-11-18,171,6236,28,8
UkraineConflict,2025-11-24,6096,146100,240,553
UkraineConflict,2025-11-18,948,39100,24,54
UkraineConflict,2025-11-24,156,1986,4,1
UkraineConflict,2025-11-23,44,1465,5,7
UkraineConflict,2025-11-19,8,313,0,0
UkraineConflict,2022-09-29,43400,6400000,437,710
UkraineConflict,2025-11-24,64,836,4,6
UkraineConflict,2025-11-24,83,693,1,2
UkraineConflict,2025-11-20,274,20400,12,21
UkraineConflict,2025-11-20,1,55,2,0
UkraineConflict,2025-11-14,94,2920,19,9
UkraineConflict,2025-11-22,9358,321800,519,314
UkraineConflict,2025-03-28,207,13800,83,32
UkraineConflict,2025-11-23,170,1933,2,10
UkraineConflict,2025-11-24,1023,35300,42,67
UkraineConflict,2025-11-24,5340,85100,53,255
UkraineConflict,2025-11-03,2176,159300,138,79
UkraineConflict,2025-11-21,266,10200,15,4
UkraineConflict,2025-11-17,3536,93300,475,408
UkraineConflict,2025-11-24,6,265,0,0
UkraineConflict,2025-08-05,14200,614800,585,398
UkraineConflict,2025-11-24,947,20500,25,31
UkraineConflict,2025-11-23,64,3346,3,4
UkraineConflict,2025-11-18,45,796,20,7
UkraineConflict,2025-11-21,7,391,0,0
UkraineConflict,2025-11-20,5,110,0,0
UkraineConflict,2025-09-21,3148,165200,177,104
UkraineConflict,2025-11-17,55,877,4,4
UkraineConflict,2025-11-24,162,4154,10,50
UkraineConflict,2025-08-05,41000,1100000,2334,576
UkraineConflict,2025-11-24,2522,132100,200,870
UkraineConflict,2024-05-09,866,62700,40,49
UkraineConflict,2025-11-24,7,96,0,1
UkraineConflict,2025-11-24,2851,49700,28,141
UkraineConflict,2025-11-23,75,1725,24,8
UkraineConflict,2025-11-22,9,833,0,3
UkraineConflict,2025-11-24,157,6920,1,8
UkraineConflict,2025-11-24,81,4106,2,4
UkraineConflict,2025-10-13,92300,1200000,9797,3445
UkraineConflict,2025-11-23,7988,351200,150,681
UkraineConflict,2025-11-24,11200,233500,328,848
UkraineConflict,2025-11-23,13,379,0,4
UkraineConflict,2025-11-22,24,310,0,4
UkraineConflict,2025-11-24,0,2,0,0
UkraineConflict,2025-11-23,105,1878,2,35
UkraineConflict,2025-11-21,891,22600,44,89
UkraineConflict,2025-11-24,23,315,9,4
UkraineConflict,2025-11-21,8,562,0,2
UkraineConflict,2025-11-24,12,175,0,2
UkraineConflict,2025-11-18,134,4241,3,2
UkraineConflict,2025-11-23,52,1477,1,3
UkraineConflict,2025-11-17,66,5086,10,5
UkraineConflict,2024-09-10,7803,203400,394,125
UkraineConflict,2025-11-23,78,1575,4,1
UkraineConflict,2025-11-24,36,1024,1,14
UkraineConflict,2025-11-24,55,1625,1,9
UkraineConflict,2025-11-23,45,370,2,11
UkraineConflict,2025-09-23,396,18400,47,10
UkraineConflict,2025-11-21,772,39800,20,32
UkraineConflict,2022-03-03,3,73,0,1
UkraineConflict,2025-10-03,58800,1800000,2931,872
UkraineConflict,2025-11-20,91800,1200000,5473,4245
UkraineConflict,2025-11-24,2008,54700,15,347
UkraineConflict,2025-11-24,10200,315800,426,2686
UkraineConflict,2025-11-19,214,6329,33,58
UkraineConflict,2025-11-23,51,1251,2,4
UkraineConflict,2025-11-17,495,10900,43,80
UkraineConflict,2025-11-23,47200,353700,1870,834
UkraineConflict,2025-11-23,119,7781,6,6
UkraineConflict,2025-11-16,41000,853400,4691,1211
UkraineConflict,2025-11-22,45,486,2,7
UkraineConflict,2025-10-28,5411,245600,699,538
UkraineConflict,2025-11-24,1501,19600,32,102
UkraineConflict,2025-11-03,344,46100,23,28
UkraineConflict,2024-11-07,15100,984000,936,1689
UkraineConflict,2025-11-20,400,18100,42,41
UkraineConflict,2025-11-22,423,18900,11,20
UkraineConflict,2025-11-22,83,6088,9,22
UkraineConflict,2025-11-24,25,1048,0,1
UkraineConflict,2023-07-23,55800,1400000,3318,5
UkraineConflict,2025-11-24,35,716,0,2
UkraineConflict,2025-11-24,9,312,1,3
UkraineConflict,2025-11-24,30,1138,1,2
UkraineConflict,2025-11-22,2906,68100,195,131
UkraineConflict,2025-11-23,37,1902,1,2
UkraineConflict,2025-11-24,44,1059,0,2
UkraineWar,2025-11-21,657,21600,21,52
UkraineWar,2025-11-24,60,4566,3,6
UkraineWar,2025-04-22,18100,282400,1445,117
UkraineWar,2023-07-02,18100,712700,253,302
UkraineWar,2025-11-23,7,967,0,0
UkraineWar,2025-11-24,40,1141,6,4
UkraineWar,2025-11-18,1242,21300,94,60
UkraineWar,2025-11-24,21,487,0,1
UkraineWar,2025-07-27,58300,1700000,3786,1490
UkraineWar,2025-11-23,3726,105300,328,137
UkraineWar,2025-04-01,172600,3800000,4857,3642
UkraineWar,2025-11-04,854,58700,201,131
UkraineWar,2025-11-23,14,485,1,2
UkraineWar,2025-11-23,58,829,0,2
UkraineWar,2025-11-24,141,3569,4,4
UkraineWar,2025-11-23,69,1227,2,16
UkraineWar,2025-11-23,59,490,0,1
UkraineWar,2025-11-24,45,5594,1,5
UkraineWar,2025-11-22,121,5966,0,15
UkraineWar,2024-10-18,334400,8100000,71600,5204
UkraineWar,2025-11-20,1616,31900,57,163
UkraineWar,2025-11-22,8,272,0,2
UkraineWar,2025-11-22,11,328,1,2
UkraineWar,2025-11-24,50,2255,4,3
UkraineWar,2025-11-13,76900,1800000,6672,10100
UkraineWar,2025-09-17,44200,3800000,2686,1939
UkraineWar,2025-11-11,7414,133100,312,345
UkraineWar,2025-11-21,635,47600,83,26
UkraineWar,2025-11-22,2708,286500,102,209
UkraineWar,2025-11-19,6,309,0,1
UkraineWar,2025-11-22,16,462,0,1
UkraineWar,2025-11-24,98,4438,5,5
UkraineWar,2025-10-10,5452,191000,710,169
UkraineWar,2023-10-18,39600,556000,1487,279
UkraineWar,2025-11-24,4913,42600,102,99
UkraineWar,2025-11-24,144,820,0,1
UkraineWar,2025-11-24,40,1672,1,3
UkraineWar,2025-11-10,36500,755300,4324,3795
UkraineWar,2025-11-23,4104,128700,292,151
UkraineWar,2025-11-23,330,28200,26,27
UkraineWar,2025-11-24,3107,86000,19,368
UkraineWar,2025-11-23,48,2909,2,2
UkraineWar,2025-11-23,141,8148,11,8
UkraineWar,2025-08-31,543,12300,3,98
UkraineWar,2025-11-24,119,6628,8,7
UkraineWar,2023-10-05,4162,91700,87,633
UkraineWar,2025-07-20,240100,3700000,6160,1599
UkraineWar,2025-11-24,517,3729,8,54
UkraineWar,2025-11-24,6,464,1,0
UkraineWar,2025-11-24,2039,49300,55,223
UkraineWar,2025-11-24,45100,947000,3647,4636
UkraineWar,2025-11-24,19,799,1,5
UkraineWar,2025-11-24,98,2269,1,17
UkraineWar,2025-08-23,125300,575800,4112,1618
UkraineWar,2025-11-24,26300,794800,676,3225
UkraineWar,2025-11-18,119,868,2,13
UkraineWar,2025-07-17,9133,525500,2483,1281
UkraineWar,2025-11-24,108,1635,11,20
UkraineWar,2025-11-24,106,11200,3,11
UkraineWar,2025-11-23,11,192,0,0
UkraineWar,2025-11-23,74,1596,0,0
UkraineWar,2025-11-24,1641,63300,65,348
UkraineWar,2025-07-30,703,49000,670,58
UkraineWar,2025-11-24,1035,39500,16,239
UkraineWar,2025-11-19,17400,384400,571,2096
UkraineWar,2025-11-24,2099,82900,17,127
UkraineWar,2025-11-21,14,305,2,3
UkraineWar,2025-11-21,5646,179600,899,896
UkraineWar,2025-11-24,0,7,0,0
UkraineWar,2025-11-12,5705,212500,391,586
UkraineWar,2025-11-21,125,3778,12,42
UkraineWar,2025-11-24,208,3743,4,75
UkraineWar,2025-11-24,6793,234100,173,1409
UkraineWar,2025-11-24,15000,74700,1006,72
UkraineWar,2023-03-23,179100,4300000,3302,14500
UkraineWar,2025-11-21,79,2428,5,5
UkraineWar,2025-11-22,14,288,0,6
UkraineWar,2025-01-24,2804,233900,147,393
UkraineWar,2025-11-24,58,964,0,9
UkraineWar,2025-11-24,13800,168000,931,1069
UkraineWar,2025-11-17,251,15200,26,30
UkraineWar,2025-11-23,54,4399,0,2
UkraineWar,2024-09-16,15000,381200,297,1119
UkraineWar,2024-11-20,31500,1800000,455,1012
UkraineWar,2025-11-21,41,376,1,5
UkraineWar,2025-11-20,11,435,0,0
UkraineWar,2025-11-21,197,6491,55,9
UkraineWar,2025-11-23,38300,915100,524,996
UkraineWar,2023-11-26,5978,66700,166,24
UkraineWar,2025-11-22,33,803,0,2
UkraineWar,2025-08-13,62,3865,0,7
UkraineWar,2025-11-20,45,593,1,4
UkraineWar,2022-03-02,109300,1000000,989,1789
UkraineWar,2025-11-22,39100,228200,1132,630
UkraineWar,2025-11-19,133,3671,6,6
UkraineWar,2025-11-23,22700,908100,871,745
UkraineWar,2025-11-22,721,6968,73,7
UkraineWar,2025-11-18,171,6240,28,8
UkraineWar,2025-11-19,4905,68700,334,204
UkraineWar,2025-11-24,5,647,0,1
UkraineWar,2025-11-20,14,401,0,11
UkraineWar,2025-11-24,54,985,9,2
UkraineWar,2025-11-18,948,39100,24,54
UkraineWar,2023-12-19,30200,641200,1012,3784
UkraineWar,2025-11-19,8,313,0,0
UkraineWar,2022-09-29,43400,6400000,437,710
UkraineWar,2025-11-24,83,693,1,2
UkraineWar,2025-04-22,129900,4300000,6383,12400
UkraineWar,2025-11-24,64,836,4,6
UkraineWar,2025-11-22,128,1016,1,13
UkraineWar,2025-11-24,3,381,0,1
UkraineWar,2025-04-02,53000,1100000,3345,748
UkraineWar,2025-11-21,28600,305400,3614,523
UkraineWar,2025-11-23,25,1026,1,6
UkraineWar,2025-11-22,9358,321800,519,314
UkraineWar,2025-11-24,5341,85100,53,255
UkraineWar,2023-11-11,2600000,21600000,7610,55000
UkraineWar,2023-10-16,1962,44800,204,258
UkraineWar,2025-11-18,45,796,20,7
UkraineWar,2025-09-06,4286,103000,406,559
UkraineWar,2025-11-20,5,110,0,0
UkraineWar,2025-09-21,3148,165200,177,104
UkraineWar,2024-05-09,866,62700,40,49
UkraineWar,2025-11-24,12300,191600,323,1054
UkraineWar,2025-11-23,105,1879,2,35
UkraineWar,2025-11-14,23,2389,0,4
UkraineWar,2025-11-23,13,379,0,4
UkraineWar,2025-11-22,24,310,0,4
UkraineWar,2025-11-21,891,22600,44,89
UkraineWar,2025-11-24,5,281,0,1
UkraineWar,2025-09-21,149,19300,55,7
UkraineWar,2025-11-20,3023,61400,211,183
UkraineWar,2025-11-24,91,534,1,7
UkraineWar,2025-08-14,13200,232900,1920,1243
UkraineWar,2023-07-10,26800,1300000,672,800
UkraineWar,2025-11-23,52,1477,1,3
UkraineWar,2025-11-24,9,211,0,2
UkraineWar,2025-11-22,10800,164200,265,409
UkraineWar,2025-11-17,66,5089,10,5
UkraineWar,2025-11-20,23600,619200,384,1534
UkraineWar,2024-09-10,7803,203400,394,125
UkraineWar,2025-11-14,4476,166100,189,177
UkraineWar,2025-11-23,78,1575,4,1
UkraineWar,2025-11-23,54600,1200000,7497,8963
UkraineWar,2025-11-24,28,5328,1,4
UkraineWar,2025-11-24,2512,88100,40,200
UkraineWar,2025-09-23,396,18400,47,10
UkraineWar,2025-11-21,772,39900,20,32
UkraineWar,2025-10-03,58800,1800000,2931,872
UkraineWar,2025-11-24,47,2495,3,6
UkraineWar,2024-09-30,8689,471100,575,274
UkraineWar,2025-11-23,51,1252,2,4
UkraineWar,2025-11-24,17,200,0,7
UkraineWar,2025-11-19,214,6329,33,58
UkraineWar,2025-11-17,495,10900,43,80
UkraineWar,2025-11-23,47300,354300,1873,837
UkraineWar,2025-11-21,6481,137600,668,1082
UkraineWar,2025-11-23,13,763,0,11
UkraineWar,2025-11-16,10800,70000,135,560
UkraineWar,2025-11-22,1,14,0,0
UkraineWar,2025-11-24,1501,19600,32,102
UkraineWar,2025-11-22,52,669,0,7
UkraineWar,2025-11-03,344,46100,23,28
UkraineWar,2025-11-24,2617,90800,41,179
UkraineWar,2024-11-07,15100,984100,936,1689
UkraineWar,2025-11-24,25,1049,0,1
UkraineWar,2023-11-19,2098,104800,79,26
UkraineWar,2023-07-23,55800,1400000,3318,5
UkraineWar,2025-10-20,1608,170400,326,303
UkraineWar,2025-11-24,30,1138,1,2
UkraineWar,2025-11-24,910,54200,14,92
UkraineWar,2025-11-23,132,2648,2,29
UkraineWar,2023-08-05,167100,3500000,41500,7763
UkraineWar,2025-11-24,225,32600,19,117
UkraineWar,2025-11-22,20,300,1,0
UkraineWar,2025-11-11,19800,514200,960,1566
UkraineWar,2025-11-24,96,2438,0,1
UkraineWar,2025-11-22,82300,597600,4723,1802
UkraineWar,2025-11-14,384200,7400000,16900,4728
UkraineWar,2025-02-02,92,19500,11,2
UkraineWar,2024-02-24,467,15900,24,11
UkraineWar,2025-11-24,600,20700,10,19
UkraineWar,2025-11-24,11,338,0,1
UkraineWar,2025-11-24,28,1477,2,4
UkraineWar,2025-11-23,37,786,0,0
UkraineWar,2025-11-24,1486,17500,5,23
UkraineWar,2025-11-24,70,4409,2,3
UkraineWar,2024-04-05,3070,241300,302,214
UkraineWar,2025-11-24,156,1990,4,1
UkraineWar,2025-11-24,28,414,3,5
UkraineWar,2025-11-19,2245,52500,179,503
UkraineWar,2025-11-23,37,2590,2,1
UkraineWar,2025-11-21,266,10200,15,4
UkraineWar,2025-11-24,6,265,0,0
UkraineWar,2025-11-17,3536,93300,475,408
UkraineWar,2025-11-19,46,1056,1,9
UkraineWar,2025-11-18,134,4241,3,2
UkraineWar,2024-07-11,14800,212300,835,100
UkraineWar,2025-11-23,37,1908,1,2
RussiaUkraine,2025-11-20,2243,47800,136,97
RussiaUkraine,2025-11-15,556,26100,36,44
RussiaUkraine,2025-11-23,14400,584000,249,1526
RussiaUkraine,2025-11-24,60,4566,3,6
RussiaUkraine,2025-11-24,40,1141,6,4
RussiaUkraine,2025-11-18,1242,21300,94,60
RussiaUkraine,2025-11-21,4791,223900,339,94
RussiaUkraine,2025-11-23,204,8229,6,17
RussiaUkraine,2025-11-22,516,14400,9,20
RussiaUkraine,2025-11-24,94,3715,7,4
RussiaUkraine,2025-07-27,58300,1700000,3787,1490
RussiaUkraine,2025-11-21,285,5280,3,8
RussiaUkraine,2025-04-01,172600,3800000,4857,3642
RussiaUkraine,2025-11-23,3726,105300,328,137
RussiaUkraine,2025-11-21,4,267,0,0
RussiaUkraine,2025-11-20,46,295,0,2
RussiaUkraine,2025-11-24,141,3569,4,4
RussiaUkraine,2025-11-24,427,22200,14,36
RussiaUkraine,2025-11-18,574,15400,3,122
RussiaUkraine,2025-11-20,353,14700,19,76
RussiaUkraine,2025-11-23,537,18200,8,60
RussiaUkraine,2025-11-21,328,5865,47,62
RussiaUkraine,2025-11-24,13,720,0,15
RussiaUkraine,2025-11-22,8,272,0,2
RussiaUkraine,2025-11-24,50,2257,4,3
RussiaUkraine,2025-11-22,3706,120500,102,790
RussiaUkraine,2025-11-20,362,10900,13,40
RussiaUkraine,2025-11-13,76900,1800000,6672,10100
RussiaUkraine,2025-09-17,44200,3800000,2686,1939
RussiaUkraine,2025-11-21,635,47600,83,26
RussiaUkraine,2025-11-22,2708,286500,102,209
RussiaUkraine,2025-11-20,719,12800,9,24
RussiaUkraine,2025-11-24,98,4438,5,5
RussiaUkraine,2025-11-23,25,370,1,9
RussiaUkraine,2025-11-24,4939,42700,103,99
RussiaUkraine,2025-11-24,15,512,0,1
RussiaUkraine,2025-11-23,21,1060,0,3
RussiaUkraine,2025-11-23,35,1540,1,10
RussiaUkraine,2025-11-20,96,1543,3,11
RussiaUkraine,2025-11-21,48,364,0,2
RussiaUkraine,2025-11-10,36500,755500,4330,3795
RussiaUkraine,2025-11-23,4104,128700,292,151
RussiaUkraine,2025-11-23,13,274,0,2
RussiaUkraine,2025-11-24,3115,86100,19,368
RussiaUkraine,2025-11-19,11,337,0,3
RussiaUkraine,2025-11-23,48,2914,2,2
RussiaUkraine,2025-11-23,141,8148,11,8
RussiaUkraine,2024-11-21,371900,14700000,23800,5521
RussiaUkraine,2025-11-14,384200,7400000,16900,4728
RussiaUkraine,2025-11-19,4000,99800,298,92
RussiaUkraine,2025-11-20,547,82900,233,176
RussiaUkraine,2025-11-20,14,148,0,0
RussiaUkraine,2025-11-24,119,6628,8,7
RussiaUkraine,2025-11-24,22,373,0,3
RussiaUkraine,2025-11-23,5761,370000,326,465
RussiaUkraine,2023-10-05,4162,91700,87,631
RussiaUkraine,2025-11-24,517,3732,8,54
RussiaUkraine,2025-11-20,612,26300,12,15
RussiaUkraine,2025-11-24,6,464,1,0
RussiaUkraine,2025-11-24,2039,49300,55,223
RussiaUkraine,2025-11-23,1,117,0,0
RussiaUkraine,2025-11-24,45100,947600,3651,4639
RussiaUkraine,2025-11-24,19,799,1,5
RussiaUkraine,2025-11-24,12,218,0,1
RussiaUkraine,2025-11-24,98,2272,1,17
RussiaUkraine,2025-11-13,62500,2400000,2246,788
RussiaUkraine,2025-11-22,26,795,0,4
RussiaUkraine,2025-11-24,152,11900,4,3
RussiaUkraine,2025-11-24,102,695,3,3
RussiaUkraine,2025-11-23,20,723,0,0
RussiaUkraine,2025-11-24,381,4317,16,20
RussiaUkraine,2025-11-24,26300,796400,678,3231
RussiaUkraine,2025-11-17,2540,58000,206,91
RussiaUkraine,2025-11-18,119,868,2,13
RussiaUkraine,2025-07-17,9133,525500,2483,1281
RussiaUkraine,2025-11-24,106,11200,3,11
RussiaUkraine,2025-10-12,196500,13500000,18100,3137
RussiaUkraine,2025-11-20,253,13300,10,18
RussiaUkraine,2025-11-23,74,1596,0,0
RussiaUkraine,2025-11-24,1642,63400,65,348
RussiaUkraine,2025-07-30,703,49000,670,58
RussiaUkraine,2025-04-17,18300,282000,607,993
RussiaUkraine,2025-11-19,17400,384400,571,2096
RussiaUkraine,2025-11-24,1036,39500,16,239
RussiaUkraine,2025-11-21,10200,532100,1223,646
RussiaUkraine,2025-11-24,2099,82900,17,127
RussiaUkraine,2025-11-23,3695,156000,53,376
RussiaUkraine,2025-11-21,14,305,2,3
RussiaUkraine,2025-11-24,57,2873,0,8
RussiaUkraine,2025-11-24,1170,93400,44,160
RussiaUkraine,2025-11-23,5,271,0,1
RussiaUkraine,2025-11-24,741,158900,60,83
RussiaUkraine,2025-11-24,319,2977,4,42
RussiaUkraine,2025-11-12,5705,212500,391,586
RussiaUkraine,2025-11-23,99,1642,0,3
RussiaUkraine,2025-11-24,601,20700,10,19
RussiaUkraine,2025-11-24,6803,234400,173,1409
RussiaUkraine,2025-10-29,2646,67600,181,87
RussiaUkraine,2025-11-22,2133,74100,226,114
RussiaUkraine,2025-11-23,839,26900,11,24
RussiaUkraine,2023-03-23,179100,4300000,3302,14500
RussiaUkraine,2025-11-24,21,1091,1,42
RussiaUkraine,2025-11-21,9376,694600,5406,1204
RussiaUkraine,2023-05-14,168300,17200000,22900,13600
RussiaUkraine,2025-11-11,13000,407400,11800,972
RussiaUkraine,2025-11-23,43,1137,5,5
RussiaUkraine,2025-01-24,2804,233900,147,393
RussiaUkraine,2025-11-24,58,964,0,9
RussiaUkraine,2025-11-20,4764,74800,377,349
RussiaUkraine,2025-11-23,54,4399,0,2
RussiaUkraine,2025-11-23,21,289,3,5
RussiaUkraine,2025-11-23,5,165,1,3
RussiaUkraine,2025-11-21,41,376,1,5
RussiaUkraine,2025-11-24,104,2585,1,3
RussiaUkraine,2025-11-23,151,12500,64,45
RussiaUkraine,2025-11-24,126,3368,2,6
RussiaUkraine,2025-11-23,38300,915100,524,996
RussiaUkraine,2025-11-22,33,803,0,2
RussiaUkraine,2025-11-22,10,282,0,2
RussiaUkraine,2025-11-24,1487,17500,5,23
RussiaUkraine,2025-11-20,45,593,1,4
RussiaUkraine,2025-11-23,55,604,1,6
RussiaUkraine,2025-11-24,76,4000,19,13
RussiaUkraine,2025-11-24,6,171,0,0
RussiaUkraine,2022-03-02,109300,1000000,989,1789
RussiaUkraine,2025-11-23,1467,65100,133,148
RussiaUkraine,2025-11-24,2,316,0,0
RussiaUkraine,2025-11-19,133,3671,6,6
RussiaUkraine,2025-11-23,22700,912100,876,745
RussiaUkraine,2025-11-18,171,6249,28,8
RussiaUkraine,2025-11-24,1757,130900,18,120
RussiaUkraine,2025-11-24,930,28600,50,6
RussiaUkraine,2025-11-22,72,3925,0,0
RussiaUkraine,2025-11-24,70,4410,2,3
RussiaUkraine,2025-11-23,0,5,0,0
RussiaUkraine,2025-11-24,1533,29100,37,79
RussiaUkraine,2025-11-18,948,39100,24,54
RussiaUkraine,2025-11-21,50,2729,4,2
RussiaUkraine,2025-11-23,75,2548,7,24
RussiaUkraine,2025-10-06,8148,117600,1088,645
RussiaUkraine,2025-11-24,156,1990,4,1
RussiaUkraine,2025-11-24,8561,134200,562,325
RussiaUkraine,2025-10-02,57800,6700000,4380,3141
RussiaUkraine,2025-11-23,30,394,0,2
RussiaUkraine,2025-11-24,2174,14700,166,106
RussiaUkraine,2025-11-15,418,15500,26,21
RussiaUkraine,2025-11-24,280,2240,24,42
