hashtag,video_date,likes,views,shares,comments
EndViolence,2025-09-25,135,1644,18,4
EndViolence,2024-05-10,2517,24700,285,20
EndViolence,2025-10-03,24300,189900,1156,205
EndViolence,2025-10-10,3589,40500,560,359
EndViolence,2025-10-23,49800,855800,4473,3182
EndViolence,2025-07-16,6568,88200,744,196
EndViolence,2025-09-26,17800,126400,296,308
EndViolence,2025-07-23,95100,621100,864,1023
EndViolence,2025-11-02,125,903,0,1
EndViolence,2025-09-11,748,7741,22,100
EndViolence,2025-08-27,14900,308200,464,0
EndViolence,2025-02-13,46300,858200,1385,620
EndViolence,2023-07-01,1700000,11400000,3869,2381
EndViolence,2025-08-19,55700,219300,5319,110
EndViolence,2025-11-07,94,2877,6,1
EndViolence,2025-11-06,114,662,0,1
EndViolence,2025-02-09,108,2444,5,3
EndViolence,2025-04-26,117900,1500000,1708,638
EndViolence,2025-05-12,4800000,25800000,120100,23400
EndViolence,2024-12-18,18500,194800,605,183
EndViolence,2024-12-28,76900,427400,769,2390
EndViolence,2024-06-09,771,37700,14,2
EndViolence,2023-09-23,576,12000,7,21
EndViolence,2024-07-29,2705,48900,15,27
EqualityNow,2025-10-02,194,7668,37,281
EqualityNow,2025-07-17,7268,152500,20100,1986
EqualityNow,2025-10-18,9,371,0,1
EqualityNow,2023-05-24,984,11800,35,82
EqualityNow,2023-05-10,434,4194,192,66
EqualityNow,2025-11-06,172,5877,71,44
EqualityNow,2025-06-02,126900,1100000,1483,253
EqualityNow,2025-10-26,4329,37600,248,306
EqualityNow,2020-06-02,130400,3000000,1967,6893
EqualityNow,2024-12-29,183300,2800000,3611,909
EqualityNow,2025-07-22,6151,369600,1035,173
EqualityNow,2025-01-10,5080,40900,2048,28
EqualityNow,2025-04-22,1046,15500,23,207
EqualityNow,2025-10-18,7845,52000,350,584
EqualityNow,2025-07-02,1564,271000,578,162
EqualityNow,2025-11-07,24500,267900,1830,303
EqualityNow,2021-01-08,5542,52700,36,627
EqualityNow,2025-09-06,164,6467,140,10
EqualityNow,2023-05-03,128600,688400,2560,432
EqualityNow,2021-12-06,29000,405200,124,129
EqualityNow,2025-11-01,354,20500,2,96
EqualityNow,2025-08-21,69,1150,0,24
EqualityNow,2025-09-17,64,798,0,16
EqualityNow,2025-06-04,100,1271,6,15
EqualityNow,2025-11-07,55,808,0,4
EqualityNow,2025-09-30,27800,153200,396,5967
EqualityNow,2025-10-16,444,2095,2,17
EqualityNow,2025-11-06,243,1013,7,39
EqualityNow,2025-11-02,18,193,0,5
EqualityNow,2025-11-07,94,648,0,6
EqualityNow,2024-12-12,133,2004,4,7
EqualityNow,2025-06-11,54200,584700,2709,4145
EqualityNow,2025-11-05,26,377,24,2
EqualityNow,2025-09-28,49900,190200,442,899
EqualityNow,2025-11-03,134,1198,9,4
EqualityNow,2025-02-03,1652,82800,302,180
EqualityNow,2025-11-06,749,25600,145,44
EqualityNow,2025-10-15,169,1053,5,68
EqualityNow,2025-10-29,36,157,0,1
EqualityNow,2023-10-13,78,588,0,0
EqualityNow,2025-10-16,179,1369,14,12
EqualityNow,2025-10-24,15100,179100,2473,335
EqualityNow,2025-09-12,59200,502400,7269,3848
EqualityNow,2025-05-25,43200,483200,5060,5834
EqualityNow,2025-04-25,1775,48000,892,83
EqualityNow,2025-10-06,97,3963,9,7
EqualityNow,2025-05-07,19900,106700,385,1660
EqualityNow,2025-08-11,358500,2000000,70700,5873
EqualityNow,2021-09-21,443,3131,55,6
EqualityNow,2024-05-21,3538,124100,2537,234
EqualityNow,2025-08-12,130500,732900,7124,799
EqualityNow,2025-11-02,850,22600,208,76
EqualityNow,2025-11-03,14,180,0,2
EqualityNow,2024-10-04,64800,1000000,10400,675
EqualityNow,2025-11-03,108,444,39,25
EqualityNow,2024-12-15,366,2901,12,54
EqualityNow,2022-06-27,185,2475,22,8
EqualityNow,2025-03-30,1939,18000,42,463
EqualityNow,2025-08-13,1200000,4000000,18600,3561
EqualityNow,2025-11-06,148,514,9,13
EqualityNow,2025-04-12,1187,23400,1171,69
EqualityNow,2023-09-20,33000,998000,2516,118
EqualityNow,2025-11-08,71,376,0,7
EqualityNow,2024-05-04,342100,9600000,3968,16200
EqualityNow,2025-08-26,60600,376300,3627,1591
EqualityNow,2025-11-07,398,5425,4,16
EqualityNow,2025-10-31,5124,59000,252,302
EqualityNow,2023-02-27,3974,125600,3705,97
EqualityNow,2023-03-18,7621,98900,408,123
EqualityNow,2025-04-25,28100,434400,8125,812
EqualityNow,2025-11-07,62,805,0,9
EqualityNow,2025-10-27,950,12000,430,49
EqualityNow,2025-09-01,23,574,2,13
EqualityNow,2025-11-07,75,929,0,5
EqualityNow,2025-09-19,23,499,14,2
EqualityNow,2025-08-11,1912,58100,120,418
EqualityNow,2023-08-26,42000,383900,253,1275
EqualityNow,2025-07-04,18300,275200,645,757
EqualityNow,2025-10-13,39600,405100,9680,455
EqualityNow,2025-11-07,20,313,3,13
EqualityNow,2022-05-04,286,3966,18,19
EqualityNow,2025-06-13,1643,11100,391,80
EqualityNow,2023-10-07,9884,426100,125,162
EqualityNow,2025-11-01,49,1078,1,11
EqualityNow,2025-10-02,80,386,1,6
EqualityNow,2025-11-07,102,924,0,12
EqualityNow,2025-11-08,114,1210,1,0
EqualityNow,2023-07-14,18,380,2,0
EqualityNow,2025-10-28,199,832,2,66
EqualityNow,2025-10-31,9411,691800,93,1943
EqualityNow,2025-10-30,4531,108300,2795,92
EqualityNow,2023-12-31,8040,217400,243,231
EqualityNow,2025-11-06,5218,20700,701,253
EqualityNow,2025-10-20,32500,131500,1564,1063
EqualityNow,2025-09-15,1343,21000,61,71
EqualityNow,2024-06-01,1346,103600,18,124
EqualityNow,2025-10-29,60800,207900,852,3796
EqualityNow,2025-02-08,52700,573900,1249,240
EqualityNow,2024-02-11,17000,1100000,299,321
EqualityNow,2025-09-11,14,1834,1,14
EqualityNow,2023-03-15,378500,5200000,4670,3880
EqualityNow,2025-11-05,1743,10100,373,44
EqualityNow,2024-03-11,59600,509300,4507,3439
EqualityNow,2025-10-26,43,220,0,2
EqualityNow,2025-11-06,1342,6042,279,69
EqualityNow,2025-08-27,1955,159900,836,216
EqualityNow,2025-10-30,1,35,0,0
EqualityNow,2025-01-30,869500,6200000,70000,11100
EqualityNow,2025-11-06,35,259,1,8
EqualityNow,2025-10-21,7370,41400,106,1906
EqualityNow,2025-02-15,2612,45000,80,36
EqualityNow,2022-06-14,49300,404900,48,206
EqualityNow,2025-01-23,3431,18500,26,119
EqualityNow,2025-10-26,5,161,0,3
EqualityNow,2024-03-30,84300,720700,11200,2902
EqualityNow,2023-05-18,2846,59500,1022,785
EqualityNow,2025-08-19,75000,870900,2751,1486
EqualityNow,2022-07-20,506,15200,3,70
EqualityNow,2023-11-12,77200,780000,7136,1672
EqualityNow,2025-09-27,605,6456,7,364
EqualityNow,2025-10-01,13700,79100,627,148
EqualityNow,2025-06-02,47100,243000,788,41
EqualityNow,2022-01-22,2591,24600,14,208
EqualityNow,2025-09-19,8,951,12,2
EqualityNow,2025-02-20,13200,52200,164,620
EqualityNow,2025-11-06,1624,7777,30,50
EqualityNow,2025-11-07,64,827,0,15
EqualityNow,2025-08-22,8614,57900,328,611
EqualityNow,2025-04-13,1732,46400,26,153
EqualityNow,2023-03-20,1200000,12400000,7810,7981
EqualityNow,2023-06-21,1018,10300,127,0
EqualityNow,2025-04-24,2150,47600,37,56
EqualityNow,2023-08-15,32900,270400,281,69
EqualityNow,2025-10-30,48100,203400,4296,1505
EqualityNow,2023-08-21,1735,38200,49,33
StandWithUkraine,2022-05-01,557,2893,7,44
StandWithUkraine,2025-04-07,64200,1200000,6157,1968
StandWithUkraine,2025-03-18,2071,18100,68,199
StandWithUkraine,2025-11-03,5045,98600,176,525
StandWithUkraine,2024-11-21,239500,9200000,22900,11700
StandWithUkraine,2023-02-11,110600,1100000,912,1594
StandWithUkraine,2023-04-23,5251,72100,230,610
StandWithUkraine,2025-09-14,2129,21500,141,27
StandWithUkraine,2023-05-25,20300,92600,778,391
StandWithUkraine,2025-03-01,3480,23700,44,249
StandWithUkraine,2025-11-07,2121,54400,216,165
StandWithUkraine,2025-03-03,2125,52000,92,3145
StandWithUkraine,2025-09-06,41200,254200,1100,2187
StandWithUkraine,2025-02-28,531200,3500000,17300,4877
StandWithUkraine,2022-04-15,2346,25900,11,112
StandWithUkraine,2025-06-30,18300,208500,1725,788
StandWithUkraine,2025-02-28,453,2863,8,96
StandWithUkraine,2025-08-12,44200,959600,8518,1665
StandWithUkraine,2025-02-28,90900,396100,1878,10100
StandWithUkraine,2024-10-10,4415,29100,151,141
StandWithUkraine,2022-02-25,2660,16500,97,134
StandWithUkraine,2025-07-31,2548,47600,541,229
StandWithUkraine,2024-05-04,9424,187700,143,679
StandWithUkraine,2025-10-27,4545,33900,419,166
StandWithUkraine,2022-02-27,109000,808700,2193,8666
StandWithUkraine,2025-02-24,270700,1900000,9197,6761
StandWithUkraine,2023-07-23,268100,3500000,15000,3739
StandWithUkraine,2024-04-11,54200,370100,1112,2748
StandWithUkraine,2023-08-03,862,2698,8,70
StandWithUkraine,2022-03-04,82100,668700,1635,1845
StandWithUkraine,2025-09-26,11000,146700,331,2421
StandWithUkraine,2025-09-02,28100,504400,10800,3091
StandWithUkraine,2025-03-01,21100,138600,537,1529
StandWithUkraine,2025-02-25,113000,1100000,3440,2674
StandWithUkraine,2025-10-15,21900,110800,430,578
StandWithUkraine,2025-11-07,53,443,21,7
StandWithUkraine,2022-03-15,458300,3400000,10300,4879
StandWithUkraine,2022-03-02,2441,48500,29,109
StandWithUkraine,2025-02-28,12300,44700,96,1801
StandWithUkraine,2025-09-26,25200,237900,425,1042
StandWithUkraine,2025-03-01,37900,626500,1077,3246
StandWithUkraine,2025-03-03,628600,6900000,112100,39900
StandWithUkraine,2023-09-01,3904,26800,82,108
StandWithUkraine,2025-10-28,37200,201100,742,280
StandWithUkraine,2025-09-25,2421,11800,54,190
StandWithUkraine,2022-04-04,77600,755000,5578,629
StandWithUkraine,2025-01-23,403,3484,15,16
StandWithUkraine,2025-03-02,839,26600,137,127
StandWithUkraine,2025-11-08,76,1412,1,5
StandWithUkraine,2025-02-25,6562,64900,173,151
StandWithUkraine,2023-07-12,752,27500,17,24
StandWithUkraine,2023-06-29,497,6758,10,83
StandWithUkraine,2022-02-26,2800000,20000000,21700,68900
StandWithUkraine,2024-06-24,10500,86300,95,212
StandWithUkraine,2024-04-20,96600,1500000,12500,19600
StandWithUkraine,2025-07-27,57800,1700000,3792,1476
StandWithUkraine,2022-02-24,258500,3100000,2245,18900
StandWithUkraine,2025-03-02,1016,89400,124,1966
StandWithUkraine,2022-02-25,458200,2900000,3849,7716
StandWithUkraine,2025-11-06,7207,85900,132,887
StandWithUkraine,2025-03-03,12400,108300,73,722
StandWithUkraine,2025-11-02,1351,17600,75,176
StandWithUkraine,2025-03-02,46900,1700000,743,1084
StandWithUkraine,2025-03-14,3496,75900,142,40
StandWithUkraine,2025-04-22,128300,4300000,6265,12500
StandWithUkraine,2022-02-24,1400000,10900000,110800,30700
StandWithUkraine,2025-11-07,4115,43000,81,361
StandWithUkraine,2022-12-10,152200,1800000,12400,4258
StandWithUkraine,2025-09-25,1254,22500,11,51
StandWithUkraine,2025-10-25,18700,85400,414,411
StandWithUkraine,2022-02-27,1778,45200,259,39
StandWithUkraine,2025-11-05,73,984,14,21
StandWithUkraine,2025-03-01,159300,1400000,4006,2030
StandWithUkraine,2025-08-10,16800,336400,359,1191
StandWithUkraine,2025-03-01,1432,13600,61,300
StandWithUkraine,2025-04-22,143100,1600000,3310,8793
StandWithUkraine,2024-04-26,519800,22200000,14500,16700
StandWithUkraine,2025-03-01,26500,140200,178,3854
StandWithUkraine,2025-05-23,32600,284100,1747,268
StandWithUkraine,2022-04-13,59000,387700,3123,2248
StandWithUkraine,2025-08-27,43,1223,4,17
StandWithUkraine,2025-03-09,11400,63700,184,390
StandWithUkraine,2023-01-11,2007,63300,110,339
StandWithUkraine,2025-08-23,321300,2200000,14100,4298
StandWithUkraine,2022-02-26,65600,1300000,1802,21800
StandWithUkraine,2023-10-17,8079,101600,104,759
StandWithUkraine,2025-03-05,5362,67400,147,787
StandWithUkraine,2022-02-28,3100000,14300000,26400,25100
StandWithUkraine,2025-05-06,23700,550800,818,674
StandWithUkraine,2025-10-23,17300,121300,1238,449
StandWithUkraine,2025-08-15,13000,91400,489,398
StandWithUkraine,2023-03-23,177700,4200000,3269,14400
StandWithUkraine,2025-03-01,69800,1200000,2969,3855
StandWithUkraine,2025-03-15,11700,82000,1604,912
StandWithUkraine,2025-11-08,2,142,0,0
StandWithUkraine,2022-03-01,125800,1600000,645,1141
StandWithUkraine,2022-03-01,7502,48000,567,0
StandWithUkraine,2025-03-01,318,1595,8,35
StandWithUkraine,2024-10-07,199400,2000000,7086,5430
StandWithUkraine,2025-03-20,13600,44400,185,781
StandWithUkraine,2025-08-18,3242,32200,106,1381
StandWithUkraine,2025-02-28,154,11900,17,9
StandWithUkraine,2025-08-24,4781,102500,259,274
StandWithUkraine,2025-02-23,99000,1100000,6182,5947
StandWithUkraine,2025-11-06,66,3015,15,3
StandWithUkraine,2022-01-24,775,15600,34,32
StandWithUkraine,2025-09-28,30900,136400,666,400
StandWithUkraine,2023-02-21,28600,164200,707,2404
StandWithUkraine,2025-04-27,110600,1200000,2198,7343
StandWithUkraine,2025-08-27,6252,103600,347,580
StandWithUkraine,2025-11-06,4801,76800,56,303
StandWithUkraine,2022-02-27,399800,3500000,15100,11900
StandWithUkraine,2022-05-17,401200,1700000,7251,16600
StandWithUkraine,2025-02-03,10200,127200,309,268
StandWithUkraine,2025-11-04,691,4732,8,53
StandWithUkraine,2025-11-06,157,1086,0,2
StandWithUkraine,2025-03-05,14700,47800,257,830
StandWithUkraine,2025-02-21,12500,90800,196,337
StandWithUkraine,2024-08-18,167600,1100000,4941,1156
StandWithUkraine,2023-02-09,3588,50900,41,818
StandWithUkraine,2025-11-07,1329,10000,94,24
StandWithUkraine,2022-02-25,4997,78700,29,497
StandWithUkraine,2025-04-16,27300,285400,505,1534
StandWithUkraine,2022-02-28,364300,2000000,1563,8190
StandWithUkraine,2025-11-06,89,5167,16,12
StandWithUkraine,2022-03-26,22800,172300,185,374
StandWithUkraine,2025-03-01,54800,470400,1174,0
StandWithUkraine,2025-04-28,1484,39900,57,55
StandWithUkraine,2025-05-08,47600,1900000,11300,3040
StandWithUkraine,2022-02-24,2800000,21100000,9858,34200
SudanCrisis,2025-11-07,20500,496000,1372,535
SudanCrisis,2023-11-10,291800,885000,47600,8352
SudanCrisis,2025-11-07,904,57500,196,44
SudanCrisis,2025-11-01,28600,215400,5358,2570
SudanCrisis,2025-08-06,234400,2400000,37700,15600
SudanCrisis,2025-09-08,10400,2100000,401,625
SudanCrisis,2025-11-08,169,2704,5,8
SudanCrisis,2025-11-04,133200,1600000,4870,2585
SudanCrisis,2025-10-31,9713,279900,888,340
SudanCrisis,2025-11-06,482,43700,35,30
SudanCrisis,2025-11-05,73800,730900,4994,828
SudanCrisis,2025-11-08,865,71500,41,39
SudanCrisis,2025-11-03,274100,6900000,54600,8041
SudanCrisis,2025-08-21,155600,776900,8759,1225
SudanCrisis,2025-11-04,2376,97700,95,140
SudanCrisis,2024-10-12,909,26500,135,28
SudanCrisis,2025-06-06,76,491,3,3
SudanCrisis,2025-09-20,6478,34600,634,192
SudanCrisis,2025-11-03,37600,826400,1609,804
SudanCrisis,2024-01-21,5630,26500,361,77
SudanCrisis,2025-11-03,164,14000,36,15
SudanCrisis,2025-07-24,1498,39800,48,46
SudanCrisis,2025-11-01,1623,39000,448,110
SudanCrisis,2025-11-03,101100,2600000,19300,2026
SudanCrisis,2025-11-03,128700,3200000,12700,3643
SudanCrisis,2025-11-04,11900,500800,311,440
SudanCrisis,2025-11-02,32900,869500,5446,814
SudanCrisis,2025-10-31,2073,306900,411,262
SudanCrisis,2025-11-02,99100,2500000,17700,2470
SudanCrisis,2025-11-01,5290,149000,169,207
SudanCrisis,2025-10-31,111800,4200000,10000,5712
SudanCrisis,2025-10-31,57300,756300,6299,2626
SudanCrisis,2025-09-14,10900,392400,922,670
SudanCrisis,2025-10-30,151800,1200000,15200,13300
SudanCrisis,2025-07-23,228100,3000000,26700,6157
SudanCrisis,2025-10-11,64900,869500,5284,525
SudanCrisis,2025-11-08,109,1308,4,3
SudanCrisis,2025-11-04,593400,2000000,49300,8587
SudanCrisis,2025-10-30,2300000,20000000,109100,36700
SudanCrisis,2025-09-23,257600,3000000,16600,12300
SudanCrisis,2025-11-06,74000,251600,8579,1614
SudanCrisis,2025-11-03,386,40200,13,16
SudanCrisis,2024-03-12,11200,399500,1071,412
SudanCrisis,2025-08-12,33000,111800,9454,2252
SudanCrisis,2025-11-06,193000,14000000,49900,0
SudanCrisis,2024-06-09,3317,8540,671,61
SudanCrisis,2024-12-27,953,5681,106,75
SudanCrisis,2025-05-18,78,671,5,7
SudanCrisis,2025-11-04,76100,1100000,4931,1808
SudanCrisis,2025-11-05,12600,173800,994,409
SudanCrisis,2025-11-03,145100,2000000,15300,3987
SudanCrisis,2025-11-06,686,184600,207,110
SudanCrisis,2025-11-05,2753,201000,110,157
SudanCrisis,2025-09-10,6234,188900,311,99
SudanCrisis,2024-04-17,1413,15200,213,15
SudanCrisis,2025-11-07,33,3395,3,4
SudanCrisis,2025-11-06,232200,6900000,20300,14000
SudanCrisis,2025-11-01,739900,3200000,52200,6914
SudanCrisis,2025-10-31,105000,1300000,9182,1813
SudanCrisis,2023-11-07,7158,179700,736,225
SudanCrisis,2025-10-17,31,2129,1,1
SudanCrisis,2025-11-02,3837,243100,500,375
SudanCrisis,2025-10-27,4722,703200,216,214
SudanCrisis,2025-11-08,133,1765,2,2
SudanCrisis,2025-10-29,9280,684700,1447,462
SudanCrisis,2025-11-04,38600,2000000,5371,1092
SudanCrisis,2025-11-05,375,16100,32,10
SudanCrisis,2025-10-16,125500,778000,10600,2230
SudanCrisis,2025-11-07,1172,59300,90,32
SudanCrisis,2025-11-02,5011,84400,280,125
SudanCrisis,2025-07-08,18800,108900,3075,1185
SudanCrisis,2025-11-02,2968,65900,58,44
SudanCrisis,2025-11-07,345,5183,52,24
SudanCrisis,2025-10-30,1575,233700,664,170
SudanCrisis,2024-08-14,460,2970,76,14
SudanCrisis,2025-07-27,40800,135200,5402,2083
SudanCrisis,2025-08-11,448700,3100000,37100,12000
SudanCrisis,2024-08-26,34100,102900,5766,1359
SudanCrisis,2025-10-30,90500,537100,6887,1097
SudanCrisis,2025-11-03,16700,49000,3647,1801
SudanCrisis,2025-11-01,50500,1900000,5845,1457
SudanCrisis,2025-11-07,181200,2600000,12000,3160
SudanCrisis,2025-11-01,554600,4300000,36600,6612
IranProtests,2025-09-08,734,32000,205,70
IranProtests,2025-06-13,28900,660300,4047,36
IranProtests,2024-07-31,396600,5100000,21300,12600
IranProtests,2025-06-28,8657,253500,360,644
IranProtests,2025-10-05,17400,89600,588,432
IranProtests,2025-09-11,89800,4600000,4754,2947
IranProtests,2025-06-29,682,26500,133,204
IranProtests,2023-03-16,6435,169300,505,232
IranProtests,2025-06-04,1738,112200,283,97
IranProtests,2025-06-14,3659,53500,99,0
IranProtests,2025-11-04,9606,48900,321,97
IranProtests,2025-10-12,1679,70400,188,2610
IranProtests,2025-10-26,3640,41000,243,338
IranProtests,2024-08-16,48500,1500000,3100,5690
IranProtests,2025-10-25,149,2973,25,10
IranProtests,2022-11-14,7865,76700,321,221
IranProtests,2024-05-02,469100,2800000,29900,23100
IranProtests,2023-02-27,205400,1000000,5760,619
IranProtests,2025-06-14,22000,283400,2086,1867
IranProtests,2023-10-30,3421,226100,429,591
IranProtests,2025-06-19,101100,2100000,18200,3001
IranProtests,2024-01-17,64300,2600000,4950,7394
IranProtests,2025-10-26,506500,4200000,10000,3220
IranProtests,2025-06-24,15900,330000,2324,1290
IranProtests,2025-11-07,387,9473,14,27
IranProtests,2023-02-25,21100,2300000,1032,1612
IranProtests,2025-11-01,2707,348100,154,145
IranProtests,2025-06-25,48600,1600000,824,2184
IranProtests,2025-06-22,52100,488600,7378,2483
IranProtests,2022-09-30,3688,36100,287,94
IranProtests,2022-12-08,1427,50600,104,139
IranProtests,2025-10-27,0,0,0,1368
IranProtests,2025-06-15,15000,201600,1192,1065
IranProtests,2025-06-26,108700,866100,8996,598
IranProtests,2025-11-04,3863,134900,2323,644
IranProtests,2024-04-17,27300,562900,937,3432
IranProtests,2025-07-14,90300,1100000,6303,2333
IranProtests,2025-06-05,1613,101900,121,628
IranProtests,2025-06-19,34800,1100000,860,5864
IranProtests,2025-06-03,446600,3200000,40800,16700
IranProtests,2025-06-23,1344,96900,468,40
IranProtests,2025-06-23,30800,540800,783,1250
IranProtests,2025-10-30,268,4481,11,6
IranProtests,2025-06-09,272100,9800000,35400,41900
IranProtests,2023-05-30,56400,655900,1621,1017
IranProtests,2025-06-16,71700,2300000,1998,9405
IranProtests,2022-09-22,74700,780800,3049,487
IranProtests,2025-10-22,29300,870500,4458,2439
IranProtests,2025-06-24,5345,439000,379,238
IranProtests,2025-06-21,60200,1000000,6032,4881
IranProtests,2025-06-25,2999,189600,702,179
IranProtests,2025-11-03,26100,254300,1066,877
IranProtests,2025-11-04,175,8198,45,11
IranProtests,2025-09-19,20500,189300,3061,280
IranProtests,2025-06-17,209100,4300000,7825,2550
IranProtests,2023-09-08,774400,9100000,14900,14200
IranProtests,2025-10-25,248,2982,2,2
IranProtests,2025-06-20,1425,9279,74,408
IranProtests,2022-10-03,1307,28800,9,22
IranProtests,2025-06-06,17700,228200,1375,2082
IranProtests,2025-11-05,61,2270,2,11
IranProtests,2025-11-06,13200,116500,249,192
IranProtests,2025-06-20,2226,276900,201,233
IranProtests,2025-06-16,210700,1800000,6915,11300
IranProtests,2025-11-07,79,821,3,15
IranProtests,2025-06-17,8326,342100,1035,747
IranProtests,2025-11-06,187,2278,30,18
IranProtests,2025-11-06,3928,32700,403,278
IranProtests,2024-12-05,68800,2100000,12500,1572
IranProtests,2025-11-04,117,5654,43,7
IranProtests,2025-11-06,136,1106,106,9
IranProtests,2025-09-16,3866,51400,570,681
IranProtests,2025-10-10,516,27000,22,53
IranProtests,2025-06-22,47100,416800,1405,1716
IranProtests,2025-06-25,470,7875,20,215
IranProtests,2025-11-04,50,2388,11,4
IranProtests,2025-06-23,81400,2700000,7570,9615
IranProtests,2025-11-03,868,31800,11,40
IranProtests,2025-11-06,23100,1300000,2907,1950
IranProtests,2025-11-07,187,1398,63,19
IranProtests,2025-06-21,350400,4800000,16800,12600
IranProtests,2025-06-18,16100,121000,263,188
IranProtests,2025-11-04,141,3522,51,9
IranProtests,2022-09-28,15900,219500,1083,644
IranProtests,2025-07-07,40100,423200,5919,3390
IranProtests,2025-11-06,4,896,0,30
IranProtests,2025-10-30,203800,1800000,7193,4339
IranProtests,2022-10-01,6207,280700,162,135
IranProtests,2025-06-26,5666,65500,763,1446
IranProtests,2025-11-06,9,193,3,0
IranProtests,2025-08-15,1434,21800,56,38
IranProtests,2025-06-20,3123,248500,367,274
IranProtests,2025-06-14,10900,612200,1570,871
IranProtests,2023-09-15,86700,663100,6736,915
IranProtests,2025-06-13,390400,6600000,55800,12400
IranProtests,2024-10-10,63500,853000,9180,1355
IranProtests,2023-10-28,17500,1000000,3245,1094
IranProtests,2025-07-22,46700,249300,4297,2264
IranProtests,2025-10-30,15500,98400,1416,134
IranProtests,2025-04-27,76000,849700,2593,1777
IranProtests,2025-06-13,7633,245000,338,448
IranProtests,2025-07-27,130600,3100000,20600,5881
IranProtests,2025-11-03,81,9201,2,3
IranProtests,2025-06-02,31000,257900,657,100
IranProtests,2025-10-06,23300,161000,1121,28
IranProtests,2022-10-19,405400,11000000,3094,10400
IranProtests,2025-11-03,7278,69500,1513,390
IranProtests,2025-06-23,54100,471200,12100,1272
IranProtests,2022-10-16,4711,41000,238,190
IranProtests,2025-06-23,3152,295800,213,226
IranProtests,2022-10-30,5899,108400,283,148
IranProtests,2025-11-08,0,0,0,0
IranProtests,2025-06-22,191,14700,4,63
IranProtests,2022-10-05,66700,561800,1269,790
IranProtests,2024-09-12,81900,1100000,5783,2624
IranProtests,2025-08-04,11000,337800,4323,506
IranProtests,2025-09-16,13500,86400,853,674
IranProtests,2022-09-28,9008,29100,1483,345
IranProtests,2024-11-26,11600,119600,576,249
IranProtests,2024-06-02,422,42800,29,24
IranProtests,2025-11-06,44,702,0,3
IranProtests,2022-09-25,46500,257400,925,1232
IranProtests,2025-11-03,35800,230700,1771,1441
IranProtests,2022-09-23,7326,381700,85,191
IranProtests,2025-10-20,1509,33200,68,107
IranProtests,2025-11-07,12100,49700,1631,255
IranProtests,2025-10-28,3119,110200,304,638
ClimateCrisis,2024-10-10,503300,2200000,19100,3336
ClimateCrisis,2025-11-04,281,3424,1,38
ClimateCrisis,2025-09-22,52400,435700,2121,1414
ClimateCrisis,2025-11-06,171,1283,2,7
ClimateCrisis,2025-07-15,1771,61000,74,39
ClimateCrisis,2025-02-22,1825,21800,638,133
ClimateCrisis,2025-10-01,80,681,1,2
ClimateCrisis,2025-08-07,18200,469300,5338,1050
ClimateCrisis,2025-07-05,240000,2800000,22200,11500
ClimateCrisis,2025-03-18,129900,694500,20400,1033
ClimateCrisis,2025-11-06,8751,64000,308,204
ClimateCrisis,2025-08-02,393,12300,25,47
ClimateCrisis,2025-09-04,159600,583100,6570,932
ClimateCrisis,2024-01-31,51500,562200,1254,940
ClimateCrisis,2025-05-17,357100,7200000,21900,10500
ClimateCrisis,2025-01-13,3494,28500,94,220
ClimateCrisis,2025-09-05,331300,1500000,15800,979
ClimateCrisis,2023-08-16,2517,32700,113,178
ClimateCrisis,2021-05-15,71900,393600,2713,2244
ClimateCrisis,2025-08-01,170600,923100,7148,670
ClimateCrisis,2024-11-16,4000000,20800000,148800,17900
ClimateCrisis,2025-02-11,25900,160400,729,376
ClimateCrisis,2025-10-26,954,14800,8,72
ClimateCrisis,2025-10-27,37600,337300,157,343
ClimateCrisis,2023-07-26,30200,353600,2908,1000
ClimateCrisis,2025-10-17,55900,252600,2052,160
ClimateCrisis,2023-02-06,155600,1200000,9308,1635
ClimateCrisis,2025-05-24,6520,42400,313,30
ClimateCrisis,2025-11-02,62,1430,5,3
ClimateCrisis,2023-07-24,318200,3900000,29700,4528
ClimateCrisis,2025-10-11,526300,1900000,13700,1906
ClimateCrisis,2025-11-02,346,2517,14,11
ClimateCrisis,2023-05-11,192700,1600000,4943,1238
ClimateCrisis,2025-10-30,1936,21000,22,115
ClimateCrisis,2025-11-08,2,102,9,0
ClimateCrisis,2025-04-21,47000,982400,1019,560
ClimateCrisis,2025-07-10,40200,343100,1999,803
ClimateCrisis,2021-11-13,115,1645,1,7
ClimateCrisis,2024-07-06,46800,251300,3358,564
ClimateCrisis,2025-04-27,242500,1100000,7369,2223
ClimateCrisis,2025-05-29,110200,466300,3079,391
ClimateCrisis,2025-04-22,2108,49100,71,100
ClimateCrisis,2025-11-06,135,946,10,14
ClimateCrisis,2022-08-07,800400,6700000,17400,16900
ClimateCrisis,2021-08-16,6192,17200,804,129
ClimateCrisis,2025-09-06,729200,3500000,36500,7421
ClimateCrisis,2025-11-05,135,3476,17,2
ClimateCrisis,2025-06-26,52100,201700,9717,3525
ClimateCrisis,2022-08-14,259400,1200000,4729,2421
ClimateCrisis,2025-09-23,60400,1200000,5530,3099
ClimateCrisis,2023-02-16,56100,1700000,4397,4870
ClimateCrisis,2025-05-18,590,7530,80,33
ClimateCrisis,2023-02-20,460400,1700000,22500,4394
ClimateCrisis,2025-11-06,574,5787,7,20
ClimateCrisis,2025-04-13,375400,1800000,14000,1506
